,frac_aa_A,frac_aa_C,frac_aa_D,frac_aa_E,frac_aa_F,frac_aa_G,frac_aa_H,frac_aa_I,frac_aa_K,frac_aa_L,frac_aa_M,frac_aa_N,frac_aa_P,frac_aa_Q,frac_aa_R,frac_aa_S,frac_aa_T,frac_aa_V,frac_aa_W,frac_aa_Y,molecular_weight,aromaticity,instability_index,flexibility_mean,flexibility_std,flexibility_var,flexibility_max,flexibility_min,flexibility_median,isoelectric_point,secondary_structure_fraction_helix,secondary_structure_fraction_turn,secondary_structure_fraction_sheet,secondary_structure_fraction_disordered,gravy,length,fraction_exposed,fraction_buried,fraction_exposed_nonpolar_total,fraction_exposed_nonpolar_exposed,fraction_exposed_polar_total,fraction_exposed_polar_exposed,rsa_mean,rsa_median,rsa_std,asa_sum,fraction_total_exposed_A,fraction_total_exposed_C,fraction_total_exposed_D,fraction_total_exposed_E,fraction_total_exposed_F,fraction_total_exposed_G,fraction_total_exposed_H,fraction_total_exposed_I,fraction_total_exposed_K,fraction_total_exposed_L,fraction_total_exposed_M,fraction_total_exposed_N,fraction_total_exposed_P,fraction_total_exposed_Q,fraction_total_exposed_R,fraction_total_exposed_S,fraction_total_exposed_T,fraction_total_exposed_V,fraction_total_exposed_W,fraction_total_exposed_Y,fraction_exposed_exposed_A,fraction_exposed_exposed_C,fraction_exposed_exposed_D,fraction_exposed_exposed_E,fraction_exposed_exposed_F,fraction_exposed_exposed_G,fraction_exposed_exposed_H,fraction_exposed_exposed_I,fraction_exposed_exposed_K,fraction_exposed_exposed_L,fraction_exposed_exposed_M,fraction_exposed_exposed_N,fraction_exposed_exposed_P,fraction_exposed_exposed_Q,fraction_exposed_exposed_R,fraction_exposed_exposed_S,fraction_exposed_exposed_T,fraction_exposed_exposed_V,fraction_exposed_exposed_W,fraction_exposed_exposed_Y,nsp_secondary_structure_coil,nsp_secondary_structure_sheet,nsp_secondary_structure_helix,nsp_disordered,asa_sum_normalized
0,0.45723962743437774,0.5611430395913153,0.3003423976672776,0.4710355483061892,0.7467911261014708,0.010886288763199053,0.20898641588296765,0.18697793960162779,0.8112285187831381,0.5229340579754439,0.24233716475095793,0.383050538222952,0.17749489741110755,0.3024401420552182,0.28393510436010627,0.1285885233123648,0.37503024182944655,0.4420066086359807,0.07586206896551724,0.49862239407806824,0.11592718145553513,0.592402822449946,0.3891196310729303,0.47555164534623984,0.5444196302461677,0.49338038944491236,0.4701670644391456,0.43084522502744704,0.4487985212569363,0.27698037879456094,0.6072715045700038,0.015851475540399784,0.616736659869976,0.6371857802876988,0.6315035134895712,0.11424731182795701,0.24573378839590454,0.7542662116040956,0.07466915280723474,0.07764587316408067,0.9253308471927653,0.9223541268359197,0.15779092702169628,0.19767441860465113,0.722826086956522,0.10359582498952832,0.2652456093059904,0.0,0.3335309942252189,0.43451390539576895,0.12520525451559936,0.0,0.11936339522546423,0.06826178747361014,0.7379009513781819,0.07462195727175427,0.1083743842364532,0.3295361247947455,0.1022204796753618,0.2268301065414136,0.2037829843543239,0.14543139288756202,0.31995389873789226,0.15047366426676773,0.04615945995256338,0.16420361247947454,0.48893105629348504,0.0,0.6463820427499858,0.847310993647253,0.16727941176470593,0.0,0.17674208144796383,0.06764705882352942,0.9999999999999999,0.1410852713178295,0.1428571428571429,0.32977941176470604,0.1856299836838544,0.3397058823529411,0.32375678450931483,0.19879711307137127,0.3998489283353791,0.29910401246591345,0.0722222222222222,0.2509803921568627,0.16393442622950818,0.0,0.8360655737704917,0.038,0.16459036851358017
1,0.26853755896939635,0.28858784893267647,0.3187236298570765,0.24734048547986526,0.18020765311405706,0.2524938600014486,0.25470219435736685,0.5609338188048834,0.7012371676757039,0.2623205345978801,0.25964696223316913,0.7097701149425287,0.2540874422601783,0.38561118112040316,0.103592834347096,0.11495664365934105,0.4375139420727957,0.6364205956723135,0.4551724137931036,0.8510057114477279,0.06805918246231255,0.5853413547332311,0.3166383707460142,0.4674676141183163,0.4059120052319858,0.3562884244565955,0.5434367541766179,0.563940724478595,0.416759088108428,0.3144852751623769,0.6949010557187457,0.2830300288806153,0.23225550613082313,0.6008191239657139,0.5961499504419465,0.06877240143369176,0.2901023890784983,0.7098976109215017,0.17419495577783,0.2715666669855943,0.82580504422217,0.7284333330144059,0.19723865877712043,0.24252491694352157,0.7880434782608696,0.06336958646033114,0.21133390009745576,0.0,0.2634937560012294,0.24734048547986526,0.11268472906403941,0.11912120958984213,0.21883289124668437,0.255981703026038,0.6132440867897564,0.11815143234694428,0.16256157635467983,0.6844211822660099,0.15479410920086592,0.3402451598121205,0.08355480434565048,0.1581551850633744,0.10848685246417888,0.29740431981811294,0.06923918992884508,0.5541871921182265,0.3708996869470531,0.0,0.4846090674822301,0.4761219002299285,0.14398734177215194,0.18719055309169075,0.3098993833171048,0.24261603375527424,0.7990359176440704,0.20852386092303665,0.20494273658830625,0.6550632911392408,0.24924855073170182,0.4873417721518986,0.13509475257005163,0.2024402870687117,0.13117418778064488,0.5455891804286472,0.10360993905297701,0.810126582278481,0.4836065573770493,0.7167630057803468,0.08079625292740047,0.074,0.20128465817378544
2,0.2144547231476571,0.27375389408099676,0.20792087506810264,0.2687158862954266,0.44542673514636133,0.08132286623396787,0.1486830926083263,0.11824461600975213,0.5990582863665546,0.24791546134309883,0.0,0.6412253374870197,0.22302093341485427,0.5164094762008259,0.1513470179954009,0.98828874666381,0.6332864701717006,0.6879559941050539,0.21588785046728973,0.6047984515733752,0.001808289390166598,0.5249559065015099,0.5899787145411614,0.6249791389360766,0.6955655917721626,0.651990606073736,0.4692124105011999,0.732162458836445,0.5876771410967336,0.3118383497943985,0.506612920752587,0.45092436287962384,0.15933302232653068,0.6048976274784605,0.5351293943907476,0.0017921146953405083,0.4744027303754266,0.5255972696245734,0.09842369384694549,0.0,0.9015763061530546,1.0,0.3096646942800789,0.37375415282392016,0.8260869565217392,0.000692765503489845,0.17329339500171403,0.3406022845275182,0.17905633795548487,0.2687158862954266,0.28504672897196265,0.12116821258852198,0.07548526240115026,0.0,0.5990582863665546,0.07879183689344306,0.0,0.7213785046728972,0.05367585727237288,0.5164094762008259,0.1513470179954009,0.942987225814414,0.6048612762221774,0.24989216391085545,0.0,0.23364485981308408,0.2484742807323452,0.2912912912912912,0.25630328314892065,0.41402820792763084,0.30743243243243246,0.14669927673311206,0.09022869022869022,0.0,0.6517442552684845,0.10458830923947206,0.0,0.5827702702702705,0.07954456659747858,0.6243243243243242,0.18079800498753118,1.0,0.5898225673506573,0.3652228387327725,0.0,0.28828828828828823,0.2775175644028103,0.9903660886319846,0.12060889929742388,0.009,0.2933080996514453
3,0.04828984168526926,0.2662878787878787,0.15318113874167677,0.1913959688398124,0.3392093392093391,0.1567031784331765,0.2169421487603306,0.19169960474308298,0.6891047883414293,0.28438806930465554,0.1277777777777778,0.6237373737373739,0.5166374020579627,0.3069767441860465,0.07116765852657499,0.728019449509421,0.6715438011660674,0.8236043104634936,0.35,0.5872948506670881,0.05003170514256069,0.5052257937290472,0.4849939609743805,0.5433333318201718,0.6521498425771175,0.6054683187027906,0.6630071599045273,0.6292535675082362,0.5254467036352501,0.7328372956020518,0.6043022387872784,0.5457073255256908,0.04186537331667539,0.5235675297787097,0.5924742773348446,0.051747311827957,0.46757679180887357,0.5324232081911263,0.22032481746238258,0.23331701745798683,0.7796751825376174,0.7666829825420134,0.24654832347140043,0.3006644518272425,0.6576086956521741,0.04930936342338429,0.1677144262832777,0.11043771043771043,0.19335040074962762,0.17454621086068672,0.13863636363636364,0.17312748232470893,0.17132867132867136,0.06298701298701298,0.6891047883414293,0.15574506991188108,0.2,0.6549242424242424,0.38028718565661945,0.3069767441860465,0.07116765852657499,0.6335623290869071,0.6489197256320544,0.1323076923076923,0.08518518518518516,0.303030303030303,0.24181706219506413,0.09495839451786588,0.2804980550006123,0.27656336821003014,0.15033039647577087,0.2187234070743137,0.20589630633683495,0.050660792951541855,0.7506582054118396,0.22126148277157398,0.21397105097545632,0.5319383259911896,0.47299750850793065,0.3731277533039646,0.0857657618069364,0.6717196160653406,0.6372462364146767,0.18741430113487176,0.10817425354870289,0.3759177679882526,0.39695550351288056,0.8998073217726398,0.05620608899297424,0.012,0.23833369218343675
4,0.35473313131264106,0.5595351798790192,0.3403176275585592,0.23953123733605403,0.4864041282379391,0.24434142559581293,0.2165277415993749,0.29002117852248654,0.6734399265075786,0.4144002066924585,0.3020534861509073,0.6684177013689908,0.2175249265815101,0.22429532884653822,0.23794524180664522,0.2345383042832161,0.33089777160026146,0.40678521556909636,0.264756446991404,0.6024997456281846,0.13117674017366374,0.5654923580853879,0.3403522453270514,0.44822569048800176,0.5660962932309848,0.515550024947912,0.5758949880668212,0.4635016465422659,0.4209488601355389,0.43708882211069533,0.5576703025261861,0.2939444494239944,0.35376269697203533,0.5777643310968343,0.6407522911983086,0.13418458781362008,0.11945392491467577,0.8805460750853243,0.061292288215771595,0.13876775781537698,0.9387077117842284,0.861232242184623,0.0986193293885601,0.09136212624584716,0.8152173913043479,0.1039747855901843,0.09416475558549722,0.26106335561922955,0.3003184930043873,0.20766636551306566,0.04369627507163324,0.12724686377944405,0.10414370729556975,0.0,0.6094621492158618,0.08784294397080913,0.23638968481375355,0.5971525787965616,0.15416141795729252,0.17151995735323514,0.14470237440736838,0.16225669400256887,0.16701899191988287,0.06921974873264268,0.0,0.07163323782234958,0.2109181141439205,0.31886916502301105,0.6956321943415384,0.5156953516392924,0.0673076923076923,0.25991600901909195,0.17778789258079197,0.0,0.9678075228736019,0.20322003577817532,0.3592561284868977,0.6889792899408287,0.3124502324558458,0.29615384615384605,0.2863624961265475,0.2686210218132986,0.2566698642757415,0.18987813002076878,0.0,0.12623274161735698,0.3840749414519906,0.3583815028901734,0.3981264637002342,0.03,0.10151615751225845
5,0.3467511503930839,0.0,0.30640063149762337,0.5297163902858529,0.3341013565732666,0.09808056904237278,0.17875383043922372,0.0,0.6672098807787971,0.9625049895406832,0.3158551810237204,0.25697045359966714,0.16533188654368958,0.6553436111836947,0.44123739231152925,0.2443829167695109,0.349580420101116,0.28671372011462,0.43258426966292146,0.4131001507613869,0.03947582093646807,0.4457781894107418,0.40993727448234635,0.6351691622565028,0.4256388850521562,0.3753314988462041,0.41599045346062624,0.5334796926454466,0.5871842267405896,0.21224269258312234,0.6180126140060088,0.08349301012483107,0.7946195465966166,0.378533044874032,0.4406872832284149,0.037634408602150546,0.8532423208191127,0.14675767918088736,0.4726691400020054,0.3968047449702409,0.5273308599979947,0.6031952550297592,0.47731755424063116,0.5431893687707641,0.29891304347826086,0.06105643300231075,0.35812720569522605,0.0,0.33930185280547287,0.5297163902858529,0.3998127340823971,0.08643735469331784,0.18150388936905792,0.0,0.6672098807787971,0.7740281298281776,0.4943820224719101,0.2890917602996255,0.1738151302202057,0.6553436111836947,0.44123739231152925,0.3644521750599717,0.35530928804747486,0.3622299049265341,0.5264253017062006,0.655430711610487,0.3816322933192314,0.0,0.3430048881693726,0.5757031070506666,0.3263319672131148,0.05347346012611119,0.16418663303909206,0.0,0.5352783996533547,0.8461812174355067,0.3981264637002343,0.17674180327868855,0.15345653751831423,0.5995901639344261,0.37701851927558144,0.264852038334626,0.2407704654895667,0.3708066442297253,0.5031876138433514,0.6120218579234973,0.0,0.0,1.0,0.101,0.4963593614710777
6,0.29831079243993186,0.15675968399592244,0.2314760151396716,0.23972308432810757,0.4609427579611065,0.23697364202840407,0.1733215179316097,0.3990077782209812,0.3256267945934588,0.6098963162348514,0.36267201834862384,0.4170170744138635,0.28544471119494697,0.49637294644762103,0.42705075900345846,0.4371270471333562,0.4074991944358314,0.5028623213211965,0.26490825688073394,0.47489309545886366,0.3604406750098663,0.4870233735994744,0.4689367910252674,0.4283359913879039,0.4000134952062635,0.3506254823922931,0.4756563245823351,0.16465422612514047,0.41158348736905737,0.4091841204428933,0.7030820672964876,0.33969949731065846,0.41526272555766197,0.3528731795869526,0.6847782042634323,0.3685035842293907,0.1450511945392492,0.8549488054607509,0.08443209325389162,0.17783343298624044,0.9155679067461084,0.8221665670137597,0.07692307692307698,0.11295681063122925,0.6467391304347827,0.2858936720461798,0.10051195198243473,0.0,0.1986370245036701,0.19508668417698333,0.07869839449541285,0.15552914957324238,0.10188779110797462,0.07151048492791612,0.31026332376216814,0.057518417824922896,0.1135321100917431,0.38947821100917435,0.19100479944515245,0.3854811179859184,0.33841924327458733,0.30679154859423685,0.22032187890865784,0.06588743824982356,0.06447502548419978,0.143348623853211,0.21585620285668425,0.0,0.4543471153708556,0.47037688720453785,0.11753731343283577,0.3023075427612154,0.16864788483617416,0.07921928817451206,0.5015013040524252,0.13180608584982068,0.16729539117598824,0.43570608495981644,0.3620272214108806,0.6453501722158436,0.5959899333182543,0.4727294991331664,0.3195529943811011,0.17262642467742786,0.11276948590381426,0.24492920015308073,0.3161592505854801,0.7167630057803468,0.24941451990632318,0.011,0.07875987972763149
7,0.43682449137237633,0.07341269841269839,0.42030412353754326,0.6156804761487743,0.298191854582832,0.1703131228874171,0.1395534290271133,0.44393592677345534,0.4909028295930663,0.2971996377266066,0.3698830409356726,0.3095238095238096,0.3220801224244412,0.41545724777058923,0.39221077524511044,0.3710924876661568,0.37503024182944655,0.24852283206393672,0.1736842105263158,0.3072226132751795,0.06618630732459568,0.2757517437846241,0.6062052437920235,0.7528035156975967,0.7224649782598878,0.6812039525434462,0.965632458233884,0.6602634467618032,0.6929143561306113,0.04784826626729988,0.3192260421815548,0.2648396976295431,0.6323811827111974,0.5338279149515317,0.4164367613375987,0.06720430107526883,0.6023890784982935,0.3976109215017065,0.325619234143618,0.3303214289831159,0.6743807658563821,0.669678571016884,0.4635108481262328,0.5880398671096345,0.7282608695652175,0.09457983069381051,0.42130582017280116,0.0913394597605124,0.37653631594170384,0.6156804761487743,0.1528822055137844,0.14561506095872037,0.12145748987854257,0.3125671321160044,0.4909028295930663,0.1376251448805819,0.3308270676691728,0.27083333333333337,0.30310708512544615,0.41545724777058923,0.35143162647023873,0.33695794879715785,0.31817312361137673,0.33400809716599184,0.0,0.18796992481203006,0.5492304448661186,0.07044299201161945,0.4889678466464884,0.8249519098653478,0.1486928104575163,0.1532811920259674,0.13092006033182504,0.22549019607843138,0.4803393702072118,0.16571920757967268,0.3174603174603175,0.19730392156862753,0.33446763675653873,0.4529411764705881,0.3699819079751601,0.30602072424799914,0.2685298838636578,0.4308964203783058,0.0,0.2091503267973856,0.5925058548009368,0.08285163776493255,0.3583138173302108,0.396,0.4615850537240747
8,0.19389942024640536,0.07007575757575756,0.2876778166369858,0.3306281795094301,0.8536369589001168,0.1693123916775465,0.2473901696389735,0.6053671728728937,0.6577669016399427,0.676380735376287,0.5043859649122807,0.6237373737373739,0.2150948739733787,0.39657282741738065,0.05948999319558902,0.24341591149010844,0.6047849003797522,0.3772724167802554,0.16578947368421054,0.20943202759364715,0.07109278509318129,0.5422630229685828,0.3013954017232876,0.4684834127786992,0.5716544712764691,0.5212657578878123,0.5992840095465404,0.36580680570801505,0.46900800985828184,0.1784943941413989,0.7923265158040805,0.2352496230025572,0.470540758180813,0.3622608186191058,0.7210933782190088,0.07146057347670252,0.19965870307167244,0.8003412969283277,0.06089598316537104,0.07642563198118779,0.9391040168346292,0.9235743680188124,0.16370808678500992,0.2176079734219269,0.8586956521739133,0.06113564134003203,0.06036821677547063,0.17437533227006913,0.3044605137662185,0.29072085797992187,0.07296650717703348,0.09176322844002191,0.173905042326095,0.14917976760082025,0.6150334197742792,0.08175537603407607,0.3157894736842105,0.5170454545454546,0.13313578622409128,0.3745410036719705,0.040027217643945665,0.24426907995661123,0.30056773315605323,0.11518218623481781,0.06725146198830408,0.0,0.12254189673544508,0.19419419419419418,0.6292313406407363,0.619490058896489,0.10247747747747747,0.16644502261167815,0.2706860706860707,0.15540540540540537,0.8856345332116256,0.16632446399888268,0.4375804375804378,0.5439189189189191,0.24653087127047763,0.5896396396396394,0.08977556109725685,0.3517775995723068,0.3992885341199948,0.2516854602947317,0.11061061061061057,0.0,0.297423887587822,0.6358381502890174,0.3161592505854801,0.105,0.16216688790633166
9,0.4404432580342248,0.37246442627914006,0.2455492968072237,0.2382722710106226,0.2933766775728628,0.19238919884140251,0.2817686400792668,0.2757967065513564,0.32067308692306085,0.4347576179132493,0.1723433242506812,0.41129276415379956,0.5933068493383242,0.476775869716748,0.18925950756853505,0.2671731091037322,0.3886081031221089,0.7085131739713943,0.18882833787465939,0.29045699024770805,0.05644050635158674,0.2702305732709958,0.47865099556000557,0.4529573016688815,0.4867615321720362,0.4353523285852475,0.49355608591884703,0.40559824368825304,0.44374614910659105,0.18927552477481813,0.5325573814454142,0.3948158311268262,0.39032477353600425,0.4378628124629785,0.7177366500835907,0.06003584229390682,0.5716723549488054,0.4283276450511946,0.4779791641910744,0.6154149201768249,0.5220208358089258,0.38458507982317514,0.4339250493096648,0.5365448504983388,0.8315217391304348,0.07817692683034363,0.3116655006136115,0.1986073266727218,0.26196705871024323,0.22312126247353414,0.16621253405994546,0.18850824096471108,0.2640955774470761,0.11327364733359285,0.29633712586059846,0.3521964914535346,0.26975476839237056,0.2944482288828338,0.5795661153834955,0.476775869716748,0.18925950756853505,0.35140427930854556,0.2115813590562573,0.5655627750995598,0.22979109900090822,0.4087193460490463,0.4138807429130008,0.15676767676767675,0.3421075568726574,0.3100831896874766,0.16545454545454552,0.2126141666113801,0.2913566433566434,0.08363636363636363,0.3040982512348152,0.46759689922480624,0.264935064935065,0.21954545454545468,0.6489461789993312,0.5319999999999998,0.20165041940603035,0.32962017933950566,0.1793083321173209,0.7708609271523178,0.2678787878787879,0.46545454545454545,0.5058548009367682,0.5356454720616571,0.1686182669789227,0.371,0.43456868236529905
